	AGG	BIL	BND	BNDX	BWX	DBMF	EDV	EEMS	EMB	EMLC	EMXC	EXI	GLDM	GUNR	HYG	IAU	ICLN	IDEV	IDMO	IEF	IEFA	IEMG	IGF	IJR	ILF	IMTM	INDA	IPAC	ITA	IWM	IWY	IXC	IXG	IXJ	IXN	IXP	JEPI	JXI	KXI	LQD	MCHI	MOAT	MXI	OILK	PDBC	QQQ	QQQM	REET	REMX	RXI	SCHD	SCHG	SCHP	SCZ	SGOV	SHY	SLV	SPMO	SPY	SPYM	TIP	TLT	UEVM	USHY	USO	VB	VBK	VBR	VEA	VEU	VEXC	VGIT	VGK	VGLT	VGSH	VNQ	VNQI	VOO	VOX	VPL	VSS	VTI	VTIP	VTV	VUG	VWO	VWOB	VXUS	XLB	XLC	XLE	XLF	XLI	XLK	XLP	XLU	XLV	XLY	XMMO
2025-05-22	92.76453800020376	87.60956685853078	68.87347716793649	46.60275054036106	22.059371125318773	23.71014803967717	59.390507578587716	58.470899026033784	84.7032638237504	22.817814239979555	57.41078056691508	156.2900929973058	65.13505083926036	37.610997545677876	73.82901453886983	62.021162096996235	12.394241963804951	70.68804880982665	46.95420692904939	89.40371228211717	77.49314200126277	55.17331061345844	55.7311495909551	103.62073477918905	24.212666952392325	41.513679301572104	53.99008475172718	62.73023619988455	169.91621884377966	201.97313126187072	229.02092393019552	36.2434821897511	104.17375899124434	82.74914049052481	83.04461931688806	100.6175923676073	50.75231455494071	69.93433118555434	63.96782155378082	100.83331783383487	53.3081283350033	88.28783016138722	82.90111236267461	35.03999499656271	12.329865794189137	512.2933820685788	210.82315689126185	23.24227411415947	36.80924921811673	185.40489506149726	24.9360054360019	27.18026433337414	24.973262573109324	66.1068535017559	96.16492684933866	78.97567035907235	30.08704853268797	102.50786046467707	577.3386921246284	67.88853914368745	103.22280597121585	80.34808854650532	47.986276569447924	33.96756156855862	67.58512571284669	224.63465403616027	262.4592840381949	184.65318710388857	52.910063234788964	62.709192478363256		56.241603914361164	72.93463445917835	51.172583503819	55.90696254794563	83.71631778864366	41.33189549474265	530.2563530449999	155.8762216303956	74.63932366195006	121.08730251104373	283.8307740060051	47.47794846950494	165.8642830831693	67.88741733799611	46.32928073908036	59.435378260647084	64.2526127787205	42.10087874144066	99.44075186613394	39.649096065034776	49.59639207922423	139.634012307686	114.44279437986384	78.86867257943396	39.103527585329296	128.7764825712601	105.59210660856957	122.2193909909108
2025-05-23	92.81420335679132	87.63659724152126	68.91407546751316	46.69149482279283	22.200802391577845	23.76435288946749	59.30621761070499	58.65779181343193	84.71637037623067	22.91296118950882	57.49687893091848	156.11410930382868	65.8525252670423	37.71457927821003	73.79398572402476	62.700581582555735	12.341642695159312	70.79267857971801	47.05183529130692	89.53300619599023	77.56678813319974	55.25754802218332	55.89325614618556	102.94733028021952	24.22001908410632	41.62763585439933	54.285043291390934	62.9691582458163	169.96908049122578	200.94904426863067	227.62339989234385	36.226795950222225	103.89664054298545	82.51447808217647	82.38987099877606	100.44067408297357	50.577640050297504	70.12073004590218	64.04671595267166	100.84972623869479	53.27210615968915	87.66897764172876	83.00902023163027	35.11830606151378	12.354633977416835	509.2620017032347	209.5643799593028	23.202159319652978	36.84308209807204	184.34466707420566	24.83304349711472	27.00084345513922	24.994833839350072	66.29328728554592	96.1874362640248	79.00759149667485	30.268524647813713	102.14954485636197	574.2070047537204	67.52899399811326	103.2715058298462	80.3068415144636	48.09704110149642	33.95323650327345	67.78756178830811	223.325353141127	261.0949832056209	183.60457054169038	52.98577044796089	62.76892958268749		56.303936036160074	72.87286151059504	51.17543741230989	55.93171079667789	83.37176591946832	41.48143847002758	527.4111355068749	155.31745957008062	74.91998073966644	121.56158414736757	282.3664062901119	47.50139679639798	165.2715580454909	67.45952058916407	46.38800806058022	59.435865018385066	64.32694802144033	41.985490335075795	99.07340709151424	39.542254712815236	49.35661049884063	139.12511925198754	113.53454568846708	78.86282597477557	39.1310312944957	128.13520097190934	104.94166792830822	122.03596121200813
2025-05-27	93.04913430168668	87.65011243301649	69.09675483580736	46.81683772816888	22.25204780986363	23.758543060029155	59.941221445733355	58.8716052573019	84.98201789075205	22.955885501980973	57.61706510632838	157.34970296734403	65.65126110764224	37.86782392560404	74.0006954071784	62.50529147792338	12.344718613967595	71.32987200470276	47.458277341088035	89.78410792587597	78.163063256053	55.26595052476354	56.08405254208692	103.90884580417226	24.32731281811517	41.991050669509235	54.407521035343905	63.69948772276167	172.09779097803477	202.9735608306044	229.60701092029302	36.34203567042361	104.4621943254478	82.9196421477777	82.97143238659507	101.13740170823483	50.73995184582746	70.38205462866398	64.3518644460624	101.31348540328294	52.89452361512289	88.27711195929211	83.52871055526826	35.00886959875005	12.318886603118818	513.7009166231018	211.39399875650687	23.368815141088696	36.60956938460731	185.78614121532547	24.96305151845482	27.22948952999881	25.057834094968005	66.84870052753858	96.20346315764716	79.03791821537844	30.24926209502502	103.17288262715559	578.5776845057665	68.03442497757226	103.44337391712037	80.84631855386266	48.054269299527505	34.052282771900394	67.53378028380249	225.24222063794633	263.0508790539823	185.237298088228	53.394849411602515	63.07868247322851		56.40205766346578	73.27702600065885	51.49471638681901	55.94886855141512	83.92403451002713	41.713720715116324	531.3780836225781	156.50915550525514	75.76447187618088	122.28871138520722	284.52168886282936	47.5226310001277	166.23678457694467	68.04618943276563	46.3347797108321	59.59957580448062	64.67767612864009	42.29422069244024	99.69266362876493	39.659579886314845	49.66851864358536	140.0911774848805	114.41867054931166	79.21746950594247	39.29212392361504	128.7046930762867	106.1561939189881	123.02433970634587
2025-05-28	93.08064701534529	87.66164602974067	69.11168231902673	46.8890306652319	22.233862535608083	23.73683073411614	60.028306111660626	58.93518083299665	85.02533740606938	22.94013147169361	57.63376791998548	157.3351298039845	65.480629333118	37.83333174734792	74.08068904270053	62.337644823434346	12.321777184181062	71.25144570694123	47.39446955738484	89.78535306572118	78.0060578426261	55.14492289421771	55.90270208281104	103.76016325853143	24.27263277319333	41.94646642057005	54.348760975435624	63.62425901335837	173.27149070386113	202.90506959987252	230.1658559240137	36.20952529675966	104.30610174036062	82.81458791959197	83.03003534612957	101.33643919640258	50.74394595465201	70.00833383288668	64.28705053968159	101.42197860252037	52.36073875153117	88.08786628238043	83.25418529472398	35.04928610247561	12.272134227157554	514.7721502060822	211.8368766975894	23.466507294360266	36.24238387443256	185.48437920141274	24.918206552989616	27.29904328031923	25.03237220953234	66.83575010507789	96.22581986617709	79.02433783083376	30.114630818630673	103.47176388437857	579.0767450849145	68.08996258033886	103.41035425592347	80.94042841145281	47.8461654114825	34.09256480208789	67.71188983672546	224.95177590735207	262.7520478033583	184.9214597130593	53.3535144885161	62.963325764202146		56.3985099871284	73.12054577620833	51.53576075078255	55.94310225971635	84.15726490516005	41.79167862538043	531.8343360007422	156.92234050897522	75.75746481992638	122.31601325485947	284.75673981715687	47.514220392031625	166.10565119960515	68.2077451375254	46.16726969245218	59.662746810321366	64.57324739659543	42.15788877334414	99.99244234905044	39.465730494915235	49.65763883839424	140.22480321997932	114.62238306518317	79.12419572098881	39.0973139454501	128.65685093267462	106.27083835353702	123.00821401210848
2025-05-29	93.26830126035819	87.67218501438205	69.24331827132977	46.963230237401106	22.302649804180994	23.74478198235348	60.4480367228225	59.15955170495047	85.19302758975344	23.00203385260706	57.68550960086188	157.58765462367194	65.57531375103166	37.845073542741346	74.17675428087175	62.438822869480845	12.33478585847847	71.34058186225968	47.37210622339457	89.97244185268481	78.10297398967242	55.22890218197213	55.964717740624266	103.92678496788876	24.25000199450682	41.980748163898305	54.46938056401176	63.72396994552196	174.2609055692157	203.17184937513156	230.86829783505374	36.238336180484325	104.49330279278773	83.05504862898545	83.21741406588706	101.34924987163879	50.79133409182796	70.01361592157029	64.3754130872236	101.70400840526409	52.35137843948629	88.41749500032108	83.28360967617058	34.837551223845225	12.219879350364666	515.8148165581192	212.2719310856111	23.620678116174275	36.20610328365183	185.82763119006182	24.96742503857977	27.373615077354437	25.06236587618951	66.92456603154285	96.23699822044206	79.06066516175477	30.20731502784561	103.80925001469905	580.4701352377697	68.25575857288428	103.54135876858673	81.3624718961561	47.82350194097074	34.13117848869043	67.45094613906585	225.0818907612932	262.7367569339057	185.1100294781117	53.4389089623977	63.02628721071436		56.47803879178197	73.22876043693229	51.77450650454166	55.964122006933366	84.65522394427924	41.91657409967752	533.0871509105273	156.79325491024935	75.92759868193585	122.58907123314262	285.33250198865653	47.52428968515156	166.4054180680643	68.37720707193652	46.18554257632863	59.75505084961869	64.66092942339537	42.167895497511914	99.73840104513069	39.51550570461094	49.77977385645298	140.35558093127872	114.82106778381228	79.23701698891237	39.13517239936079	129.06332689455996	106.35043458814546	123.06455469892533
2025-05-30	93.47672570342128	87.69180539781603	69.37600026115317	47.033672384935905	22.31757608464665	23.729950195278303	60.72843959554211	59.11285690716274	85.27687268159548	22.98181374026837	57.402830560318634	157.6796000169141	65.4076558074006	37.79297057874372	74.25747885552377	62.29941135844648	12.370666702432594	71.42793939914742	47.48013193860158	90.19984778791468	78.1940994521116	54.919287364179425	56.13409799079553	103.778974759335	24.03145508355712	42.0591778691806	54.38969096865139	63.81644702415258	175.21780935199067	202.78707367438219	230.83134282621828	36.148169326204076	104.75569985830793	83.38524755057671	83.12833365037517	101.38455535574127	50.85587784608488	70.347712196625	64.66113717715672	101.99211803319845	51.84135198524608	88.4244495570453	83.29832186689389	34.636102729842534	12.145620446056355	515.9285569607002	212.3205511140946	23.707338417217997	36.0111899169724	185.4806796087028	24.982480372073088	27.395977880168918	25.11533611344876	67.11668288759759	96.25692684459602	79.12674523956879	30.103657513922805	104.03737647219327	580.8414518962286	68.30414500299487	103.77816382032853	81.63518873738468	47.63981073916213	34.16433840511182	67.30047383247238	224.73885950418176	262.43602067886695	184.77973855497382	53.51535673339612	62.99020773804761		56.59432220655993	73.31155047603451	51.96503874421419	56.01287422062977	84.90420346383884	42.04106979520009	533.437709976748	157.06439021147233	76.05606923842886	122.63432977550686	285.5021427179611	47.557863989304295	166.68680937582903	68.42961229451319	45.927467104204354	59.80587587341775	64.62276207497894	42.175340265845804	99.81827431406924	39.3648333119002	49.89481742444231	140.46526605157686	114.74164198516786	79.64132801349916	39.35457922641379	129.40351250733858	106.10060944495163	123.117501501074
2025-06-02	93.45782238540204	87.70929076043146	69.36567347042033	47.04836466536834	22.384532289759846	23.79306042478759	60.403104914348205	59.26283600057844	85.30223944138368	23.04276195741446	57.48808024292787	157.8775349938086	66.1938295821671	38.042294462955844	74.29126460476384	63.034705908105074	12.349438289723377	71.89945553941746	47.863158620667974	90.16005878165265	78.6853294501769	54.990855535117056	56.52416226138898	103.528037184355	23.95985939297485	42.41897415797897	54.46484594208937	64.31728112926379	176.19326289132738	202.9105274988122	231.70366579787475	36.37401905030907	105.04122196894889	83.6528898885696	83.46416072167196	101.93691421351517	50.92481850067916	70.70210774626172	64.9151137240764	101.9913898271461	51.80013728107519	88.39339238106172	83.73219163413054	35.05976774980896	12.233632614538188	518.0232994764439	213.1794405961098	23.78896908196105	35.702585925283074	185.53224806851154	25.02821700030656	27.496694994771957	25.11036809944899	67.6129946115234	96.28032270574528	79.12708950821212	30.846828833255348	104.68587878785445	582.6640425985049	68.51565892727868	103.7214870004963	81.39040931009859	47.624571888746104	34.18138375638892	68.4252384421151	224.4050819127354	262.7327655884569	184.3120341944791	53.862134314574035	63.28582766968299		56.58721160987176	73.71150796506804	51.822195275427404	56.015666770349064	85.08589460911668	42.33242836073481	535.1647473223584	157.67880155104865	76.64601557624567	123.52644299444287	286.31621112948835	47.56038226625859	166.9639033451411	68.70363289896558	45.95875727951917	59.824711847231335	64.93653744007736	42.30364684801079	100.10449924809907	39.546821334294826	49.962152517152795	140.43151608242906	115.20842932998627	79.86764200357575	39.52708590837291	129.6127441076732	106.09947235553246	123.32729017924794
2025-06-03	93.41483190803305	87.72762740536221	69.32217236753439	47.05571080558456	22.369243302472697	23.79170233153442	60.21222407277469	59.337825547286286	85.45214511131684	23.049861508492384	57.51624165954988	158.09415537532226	66.296915554023	38.137968520540426	74.37855390272372	63.132352725170705	12.44164161876916	71.86900114617357	47.92592592898633	90.09699334956656	78.6085491245025	55.07480589561028	56.61422155733023	104.23361926966774	23.985290299819944	42.462153552378155	54.21242251328101	64.32619351262994	177.23265592076135	204.61065162782407	232.82162812598816	36.65330858216137	105.23703020444515	83.66951974286879	84.14087857860942	101.93369758527321	51.00970958908469	70.79283777816016	64.89717401902062	102.01484850854375	52.022484183140136	88.81198397129258	83.8510773539305	35.39554740334687	12.320956970416066	521.1035686835344	214.4434571754963	23.76275827602691	35.90183007201654	185.71947028669717	25.141829332977988	27.641566491526603	25.088820142864144	67.5752618016113	96.29681189608553	79.11765623481895	31.14341468365648	105.37631799500144	585.2419334086275	68.82845858351239	103.6454496159708	81.19655505788133	47.77973322525684	34.21777088820423	69.15761891588177	225.72800024591848	264.6547281311425	185.21036127448565	53.83785502960147	63.28887368896747		56.55966377307553	73.59595021056137	51.71743880897835	56.012267970745825	85.0909361961599	42.344459724801	537.5506048623511	157.65528059730167	76.66125317996854	123.66025900332495	287.7136475569317	47.547370622265035	167.5457105226682	69.09424809010778	46.027844368519354	59.90922596450922	64.93423399103477	42.585211180353056	100.1047665613054	39.87349687930562	50.04488851443577	140.95600004560907	116.31081485420212	79.94214467122147	39.666476074913994	129.86896360657096	106.381103670442	123.9970038542724
2025-06-04	93.67120303287395	87.7367957278276	69.51604757903087	47.07370615657646	22.424995262686544	23.85214522552063	60.826843771616836	59.63531292012752	85.68798661815842	23.100162306370216	57.80994539947709	158.47698644010254	66.55845762442361	38.17131160707197	74.4926178632271	63.376175828527735	12.49263944723248	72.02490889828209	48.02406678529395	90.39643521238094	78.76928234423367	55.45875342693112	56.53519152817684	104.44872262921864	23.93677700110626	42.56860119025158	54.06621034111316	64.42062315402005	178.14496870745097	205.16956836762296	233.8384568852597	36.5030058383219	105.13720711882414	83.88292423911017	84.65212721655081	102.4089874645116	51.06131612877086	70.4875367479668	64.88820416649273	102.39807595715274	52.634144008073974	89.20380158647637	84.23409046529534	35.44993282032578	12.335739982705592	523.3743856601266	215.35861518442783	23.768803607007598	36.585787472531706	185.8228699089736	25.12699643833958	27.76374493857336	25.120938620626408	67.76128660148925	96.30985919511308	79.18503737644268	31.241707418122186	105.70174694916088	586.4519298390794	68.96513642676595	103.80779408288774	81.75710626429222	48.020096562579596	34.2777601847027	69.24880762688619	226.33045367520532	266.1174794220166	185.19591702640298	53.96552785659761	63.4930677496351		56.68023967767546	73.78199152373772	52.06032043293156	56.058530759664905	85.21262813225964	42.398206806370226	538.571078798363	158.4777791536313	76.89072714540418	124.12587535127184	288.3975952628408	47.56464943771943	167.40308902598252	69.41387666956561	46.29073378399112	60.07821489570676	65.14533965176739	42.80660552914137	100.42508301820152	39.64483636079539	49.943960675674916	141.25760970298032	116.94890642002099	79.69914164103065	39.38835087620211	130.12424010406673	106.38081367604131	124.10890689539792
2025-06-05	93.67961091585104	87.74617496352317	69.54590754806036	47.01110768644253	22.423612514766123	23.85885860061432	61.20468928082795	59.91405004526884	85.70180809789757	23.139338393480518	58.120712903595965	158.60957934065675	66.51923049067861	38.23146497711997	74.46985782077371	63.33308837202754	12.537722063551543	72.06483405729534	48.13512604401416	90.41184828246	78.81646490258558	55.78559199972044	56.60065126030424	104.54152287466792	23.987879696231843	42.68782880862676	54.12310532314447	64.2831570359944	178.65083823556142	205.4934298136943	233.42122734399703	36.42785446640216	105.14999012557418	83.92126711223086	84.78920218859767	102.66590044001947	51.09170466472723	70.26763312007715	64.53105810741629	102.43250126592989	53.037157148079956	89.12345764748623	84.40107996165158	35.585184458258595	12.372010654499768	522.5315836992039	214.99156345158892	23.767037873755264	37.50719198455687	183.80024415858836	25.090923031486685	27.71540003428912	25.117934863596894	67.81617491695556	96.32117791908973	79.17546928026235	31.84585409053082	105.18651724289099	585.636914626571	68.8708052128947	103.7363021317759	82.06596920880627	48.20251883182691	34.265959102361116	69.58940396603099	226.46451272627453	266.7743464004614	185.05693525880696	54.029364270095684	63.61446714813298		56.67335081112777	73.9132621498083	52.231761244908164	56.052880263255304	85.24010694332708	42.468039560411675	537.8201768503534	158.8791559952727	76.88488917695014	124.47878163925897	287.9413208247798	47.53998653831772	167.15156434941704	69.3233934129078	46.48047851003756	60.125161296119984	65.29430755171377	42.79027900663611	100.65420715851482	39.51126858322972	49.824801687935114	141.35920493693936	117.10160088457104	79.19591862935322	39.21788950365281	130.163835139924	105.03896717127262	124.2689042838806
